developerResponse,isEdited,date,title,review,userName,rating,app_name,app_id
,False,2021-03-18 16:18:55,definitely recommend,this app is kinda saving me rn. its like mini therapy in the middle of my psychiatrist visits,mad momz 😡,5,sanvello-anxiety-depression,922968861
"{'id': 18201434, 'body': ""Please contact us at info@sanvello.com so we can address this.  As a mental health app, providing *quality* tools, resources, and services is our top priority. Let's get this resolved for you right away."", 'modified': '2020-09-30T16:55:35Z'}",False,2020-09-25 21:46:59,Logs You Out,"For such a great app, it creates a lot of unnecessary stress and anxiety when I need to do a quick meditation and it keeps logging me out.",Fawkes881,1,sanvello-anxiety-depression,922968861
"{'id': 16837093, 'body': ""Hi! This shouldn't be happening, and we'd love to look into this for you. Would you mind sending details to info@sanvello.com?"", 'modified': '2020-07-23T18:10:03Z'}",False,2020-07-21 08:51:18,Crashes,Not a bad idea but this app crashes all the time,Biteme22#,1,sanvello-anxiety-depression,922968861
"{'id': 16835062, 'body': ""Hi, have you tried ensuring that your phone is not in silent mode for the video audio? We've seen this a few times and this has been the problem in each case so far. Please contact us at info@sanvello.com for additional assistance so we can get this resolved for you."", 'modified': '2020-07-23T14:53:52Z'}",False,2020-06-27 18:40:26,Disappointed,Recommended by health insurance..Unable to hear video. Not easily to navigate.,Sasha358,1,sanvello-anxiety-depression,922968861
"{'id': 15928301, 'body': 'Hi there, thanks for giving us a try. We wish you luck on your path to feeling better.', 'modified': '2020-06-11T15:44:16Z'}",False,2020-05-07 02:07:12,not sure how this works or how it could help anyone,It doesn’t matter,shffjfdjd,1,sanvello-anxiety-depression,922968861
,False,2020-04-10 10:01:45,Life saver,One of the best apps ever,Lesly K.,5,sanvello-anxiety-depression,922968861
"{'id': 17105692, 'body': 'Users who commit to using the app on a daily basis, report amazing results.  Good luck on your journey. ', 'modified': '2020-08-05T20:13:44Z'}",False,2020-08-01 23:33:15,Commitment,I need to commit to daily check in,Betty's.,3,sanvello-anxiety-depression,922968861
"{'id': 13542074, 'body': 'We apologize that you experienced trouble opening the app. We want to make sure you gain access to use the features of the app. If you reach out to us at info@sanvello.com we can further look into this issue. Thank you!', 'modified': '2020-02-17T18:31:36Z'}",False,2020-02-16 22:48:26,Green Screen of Not Helpfulness,This app never opens. Just sits on the opening screen and never runs. Not exactly lowering stress levels...,MerryJerry123,1,sanvello-anxiety-depression,922968861
"{'id': 21273534, 'body': 'Thank for your feedback on this matter. Please contact us at info@sanvello.com if you have any questions or would like to provided additional feedback for us moving forward.', 'modified': '2021-02-24T20:15:23Z'}",False,2021-02-23 07:02:25,Avoid Kati Morton,I deleted the app immediately after I saw Kati. She is an horrible representation of therapists / psychologists,CaliforniaMom22,2,sanvello-anxiety-depression,922968861
"{'id': 17767440, 'body': 'Thank you for your ⭐⭐⭐⭐⭐review!    I will make sure our product team sees it. ', 'modified': '2020-09-08T22:52:59Z'}",False,2020-08-27 04:13:55,"Without a Doubt , 5 Stars","Beginning & To Start Off
Sanvello has been one of the best apps I’ve reviewed so far. First off , the guided journeys are very helpful and beneficial , they’ve also helped me with my mental health too. Also , if the guided journey hasn’t been helpful , you can rate it when it pops it. 

Features
The group chats and discussions and great. Plenty of people to chat , vent , give advice to and so much more. There hasn’t been a single mean or rude person on there because everyone on Sanvello is going through the same thing. The journal types are very detailed and clear , and the mood entires can be very helpful if you just wanna let your feelings out , but not in a direct way. 
Also , it tracks your progress and gives you a weekly check-in to let you know how you’ve been doing. If you need anything , you can email them and they will respond very quickly! I’ve had some issues with the app in the past they responded within a day or so.

Flaws & Things to Improve 
Sanvello is a great app , but it has its flaws and imperfections like anything. There’s probably features and bugs that need to be addressed , but I’ll just say the ones off the top of my head. You get free Premium access when you start , then it puts you back to the free Sanvello app. I’d wish they would tell you that it switched back ‘cause it got really confusing for me. The prompts or formats of how some things are written can get confusing on that app. For thought records , guided journeys , e.t.c. It cuts off links sometimes. In group chats , it can cut off the links which can get annoying.

I’d strongly and high recommend Sanvello to anyone who’s going through a rough time , has mental health issues , or need a group of people to relate to in a really tough time. Thank you to all the readers to took the time to go through every word.",Blue Bell Breeze,5,sanvello-anxiety-depression,922968861
"{'id': 18651694, 'body': ""Hmmm... That shouldn't be happening.  Let's get this fixed.  Please reach out to info@sanvello.com.  Our support team is happy to help. "", 'modified': '2020-10-22T21:55:35Z'}",False,2020-10-18 01:54:05,Won’t open,"It might be a fantastic, helpful app, but it won’t open. :/",Caligrl8983,1,sanvello-anxiety-depression,922968861
,False,2020-04-24 12:26:04,Best behavioral health app,I am in love with this app!,viviqna c,5,sanvello-anxiety-depression,922968861
,False,2020-07-10 13:58:46,"Very, very good.","I’ve never been the type of person to have “anxiety” or “depression” and sometimes I even found myself looking down on those who had these problems because I thought they were just weaker than me. I know it’s wrong please don’t judge me to harshly.😂

But recently I’ve moved out of my parents house and live across the country, completely out of reach of them. I got a job, a place to stay and I live on my own and the days started to get repetitive and tedious. I started to feel sluggish, unmotivated, and even, I dare say, a little depressed. 

I started calling off of work simply because I didn’t want to get up. I’d stay in my bed all day until the urge to pee started to hurt, and all I wanted to do was nothing. I had lost all motivation to do anything. I felt awful. My usual tricks of telling myself to “just be happy” or smiling to myself stopped working. So I felt like I needed an outside source to help me. 

That’s where I found Sanvello. And to be honest, a lot of the tricks they use, I already knew about and used on a day to day basis. Because a lot of it is just common sense psychology. Like reprogramming your brain by talking to yourself in a positive way, or forcing yourself do a task that will eventually lead you into doing more and more tasks. But for some reason the way they made this app works. And I feel a lot better after only 3 days of use. So I appreciate the creators of this app. And if you managed to read this far, pineapple doesn’t go on pizza.",AlecLima,5,sanvello-anxiety-depression,922968861
,False,2020-07-03 14:52:37,Review,Amazing 🤗!!!! Best app I’ve ever been on!,1966Shoe,5,sanvello-anxiety-depression,922968861
,False,2020-05-29 00:03:05,Seamless Holistic Approach,"This app is above and beyond my expectations. I have seen big improvements since I COMMITTED to leveraging as much of the power it has to change me as I can.

The user interfaces are fantastic almost across the board. The notification system that helps you check in at somewhat random and key moments throughout the week to help create a clear picture with data is above reproach. The many and various tools cover a wide AND deep range and give the user a complete arsenal to combat mental health issues with the power to overcome and ultimately BE HEALTHY and maintain healthiness.

My experience has been phenomenal and I hope other people have the same or better experience.

All that said, no app is perfect for everyone. I don’t agree with the public forum setup, as I think that comments on other replies should be allowed, but I’m guessing there is good reason to not have that considering the door to toxicity is easier to shut down. I was also unable to report a user that needed to be reported and that was frustrating, but, again that may be because I was a new user and my power in the app was throttled to ensure trolls don’t come report people all willy-nilly. Forthright clarity if that is why would be helpful. If it was simply a server issue, may I suggest adding in a fallback in the client to save the request in a “pending requests” UI component to store the request and all the user to try again or to programmatically retry and inform the user later that their request was finally processed?",Wasson8r,5,sanvello-anxiety-depression,922968861
,False,2020-04-24 15:45:58,I love the meditations,Great guidance and assessment tools.,Queen Arnetha Harrison,5,sanvello-anxiety-depression,922968861
,False,2021-03-26 07:12:16,great 🔥,"very helpful, great supportive platform that will help you reach your goals.",Ke_ls,5,sanvello-anxiety-depression,922968861
,False,2021-02-20 05:15:32,A MUST!,Sanvello is precisely what my soul needed.,jenawilliams17,5,sanvello-anxiety-depression,922968861
,False,2020-07-17 02:19:10,Pretty good,Nice app so far so good,channy4207,4,sanvello-anxiety-depression,922968861
,False,2021-06-11 22:13:07,Good app,Great app for my mental health,Qwerty164,5,sanvello-anxiety-depression,922968861
"{'id': 18651659, 'body': 'We absolutely agree. 😁', 'modified': '2020-10-22T21:53:07Z'}",False,2020-10-12 14:21:16,Sanvello,Absolutely the best mental health app,autumn alchemy,5,sanvello-anxiety-depression,922968861
"{'id': 21407027, 'body': 'Thanks for your review, please reach out to us at info@sanvello.com so we can help you through that process.', 'modified': '2021-03-02T20:22:05Z'}",False,2021-02-25 21:18:08,How do I quit?,"Been trying to get off ur app, never used it
HELP!",JulieRadar,1,sanvello-anxiety-depression,922968861
"{'id': 18087978, 'body': ""👋Hi there!  Thank you for your feedback. \n\n➡There has been a lot of press lately because we partnered with Aly Raisman, two-time Olympic gymnast.    It's kinda a big deal. 😎  \n\nI hope you take some time to re-evaluate all our tools and resources. There is substantial content that people are (literally) flipping over. 🤸\u200d♀️  If you have any questions, please reach out to info@sanvello.com"", 'modified': '2020-09-25T03:24:09Z'}",False,2020-09-21 18:47:02,Mostly useless fluff.,Lots of marketing to try and upsell but not a lot of useful tools.,sanhan1023,1,sanvello-anxiety-depression,922968861
